Date,variable,Scenario,value
2024-05-31,CFO Additions to Working Capital,VIVA EVE - Expansion,1056537.261975225
2024-05-31,CFO Non-cash Charges,VIVA EVE - Expansion,47303.88681404159
2024-06-30,Cash Balance,VIVA EVE - Expansion,8309324.484417484
2024-06-30,Locations,VIVA EVE - Expansion,7.0
2024-06-30,Exam Room Available Hours,VIVA EVE - Expansion,14731.5
2024-06-30,Exam Room Hours,VIVA EVE - Expansion,29928.0
2024-06-30,Exam Rooms,VIVA EVE - Expansion,43.0
2024-06-30,Medical Support Staff,VIVA EVE - Expansion,110.0
2024-06-30,Staff Employees,VIVA EVE - Expansion,22.0
2024-06-30,Total Employees,VIVA EVE - Expansion,151.0
2024-06-30,Ad Dollars,VIVA EVE - Expansion,440588.77910753316
2024-06-30,Impressions,VIVA EVE - Expansion,20210494.454474
2024-06-30,Clicks,VIVA EVE - Expansion,412294.0868712696
2024-06-30,Prospects,VIVA EVE - Expansion,12038.987336641074
2024-06-30,Leads,VIVA EVE - Expansion,6685.2496680367885
2024-06-30,Opportunities,VIVA EVE - Expansion,1270.19743692699
2024-06-30,New Visits,VIVA EVE - Expansion,600.59
2024-06-30,Visits,VIVA EVE - Expansion,3161.0
2024-06-30,Patient Available Hours,VIVA EVE - Expansion,853.2597499999999
2024-06-30,Provider Available Hours,VIVA EVE - Expansion,862.75
2024-06-30,Actual Hours Worked,VIVA EVE - Expansion,862.75
2024-06-30,Scheduled Hours,VIVA EVE - Expansion,862.75
2024-06-30,Provider,VIVA EVE - Expansion,19.0
2024-06-30,Net Revenue,VIVA EVE - Expansion,4859329.559761798
2024-06-30,Gross Revenue,VIVA EVE - Expansion,34709496.855441414
2024-06-30,Procedures,VIVA EVE - Expansion,17385.5
2024-06-30,Visits(excess),VIVA EVE - Expansion,3161.0
2024-06-30,Net Income,VIVA EVE - Expansion,1078386.775893705
2024-06-30,EBT,VIVA EVE - Expansion,1084133.418067881
2024-06-30,EBIT,VIVA EVE - Expansion,1089292.4477361024
2024-06-30,EBITDA,VIVA EVE - Expansion,1136575.7609206513
2024-06-30,Free Cash Flow,VIVA EVE - Expansion,843584.6062934314
2024-06-30,CFO,VIVA EVE - Expansion,864084.6162934318
2024-06-30,CFI,VIVA EVE - Expansion,-18900.000000000466
2024-06-30,CFO+CFI,VIVA EVE - Expansion,845184.6162934314
2024-06-30,CFO Additions to Working Capital,VIVA EVE - Expansion,1125670.0890782538
2024-06-30,CFO Non-cash Charges,VIVA EVE - Expansion,47283.31318454892
2024-07-31,Cash Balance,VIVA EVE - Expansion,7742270.27907228
2024-07-31,Locations,VIVA EVE - Expansion,8.0
2024-07-31,Exam Room Available Hours,VIVA EVE - Expansion,14731.5
2024-07-31,Exam Room Hours,VIVA EVE - Expansion,35280.0
2024-07-31,Exam Rooms,VIVA EVE - Expansion,49.0
2024-07-31,Medical Support Staff,VIVA EVE - Expansion,112.0
2024-07-31,Staff Employees,VIVA EVE - Expansion,22.0
2024-07-31,Total Employees,VIVA EVE - Expansion,154.0
2024-07-31,Ad Dollars,VIVA EVE - Expansion,481041.7661452434
2024-07-31,Impressions,VIVA EVE - Expansion,22066136.061708413
2024-07-31,Clicks,VIVA EVE - Expansion,450149.1756588517
2024-07-31,Prospects,VIVA EVE - Expansion,13144.355929238469
2024-07-31,Leads,VIVA EVE - Expansion,7299.060847506122
2024-07-31,Opportunities,VIVA EVE - Expansion,1386.8215610261632
2024-07-31,New Visits,VIVA EVE - Expansion,622.44
2024-07-31,Visits,VIVA EVE - Expansion,3276.0
2024-07-31,Patient Available Hours,VIVA EVE - Expansion,1008.78
2024-07-31,Provider Available Hours,VIVA EVE - Expansion,1020.0
2024-07-31,Actual Hours Worked,VIVA EVE - Expansion,1020.0
2024-07-31,Scheduled Hours,VIVA EVE - Expansion,1020.0
2024-07-31,Provider,VIVA EVE - Expansion,20.0
2024-07-31,Net Revenue,VIVA EVE - Expansion,5083748.176103853
2024-07-31,Gross Revenue,VIVA EVE - Expansion,36312486.972170375
2024-07-31,Procedures,VIVA EVE - Expansion,18018.0
2024-07-31,Visits(excess),VIVA EVE - Expansion,3276.0
2024-07-31,Net Income,VIVA EVE - Expansion,1089146.2269312101
2024-07-31,EBT,VIVA EVE - Expansion,1094892.6724680646
2024-07-31,EBIT,VIVA EVE - Expansion,1099983.9817163132
2024-07-31,EBITDA,VIVA EVE - Expansion,1147511.269622807
2024-07-31,Free Cash Flow,VIVA EVE - Expansion,-567054.2153452036
2024-07-31,CFO,VIVA EVE - Expansion,1345250.8367107715
2024-07-31,CFI,VIVA EVE - Expansion,-533733.3333333335
2024-07-31,CFO+CFI,VIVA EVE - Expansion,811517.503377438
2024-07-31,CFO Additions to Working Capital,VIVA EVE - Expansion,1136673.5148377041
2024-07-31,CFO Non-cash Charges,VIVA EVE - Expansion,47527.287906493824
2024-08-31,Cash Balance,VIVA EVE - Expansion,9156712.432152256
2024-08-31,Locations,VIVA EVE - Expansion,8.0
2024-08-31,Exam Room Available Hours,VIVA EVE - Expansion,14731.5
2024-08-31,Exam Room Hours,VIVA EVE - Expansion,35280.0
2024-08-31,Exam Rooms,VIVA EVE - Expansion,49.0
2024-08-31,Medical Support Staff,VIVA EVE - Expansion,116.0
2024-08-31,Staff Employees,VIVA EVE - Expansion,22.0
2024-08-31,Total Employees,VIVA EVE - Expansion,159.0
2024-08-31,Ad Dollars,VIVA EVE - Expansion,504552.7382700532
2024-08-31,Impressions,VIVA EVE - Expansion,23144621.021562073
2024-08-31,Clicks,VIVA EVE - Expansion,472150.26883986633
2024-08-31,Prospects,VIVA EVE - Expansion,13786.787850124098
2024-08-31,Leads,VIVA EVE - Expansion,7655.803293173912
2024-08-31,Opportunities,VIVA EVE - Expansion,1454.6026257030433
2024-08-31,New Visits,VIVA EVE - Expansion,646.0
2024-08-31,Visits,VIVA EVE - Expansion,3400.0
2024-08-31,Patient Available Hours,VIVA EVE - Expansion,1008.78
2024-08-31,Provider Available Hours,VIVA EVE - Expansion,1020.0
2024-08-31,Actual Hours Worked,VIVA EVE - Expansion,1020.0
2024-08-31,Scheduled Hours,VIVA EVE - Expansion,1020.0
2024-08-31,Provider,VIVA EVE - Expansion,21.0
2024-08-31,Net Revenue,VIVA EVE - Expansion,5267398.125065801
2024-08-31,Gross Revenue,VIVA EVE - Expansion,37624272.32189857
2024-08-31,Procedures,VIVA EVE - Expansion,18700.0
2024-08-31,Visits(excess),VIVA EVE - Expansion,3400.0
2024-08-31,Net Income,VIVA EVE - Expansion,1166804.583735847
2024-08-31,EBT,VIVA EVE - Expansion,1172552.081885415
2024-08-31,EBIT,VIVA EVE - Expansion,1177575.394998688
2024-08-31,EBITDA,VIVA EVE - Expansion,1226782.7726431447
2024-08-31,Free Cash Flow,VIVA EVE - Expansion,1414442.1430799766
2024-08-31,CFO,VIVA EVE - Expansion,1187375.48641331
2024-08-31,CFI,VIVA EVE - Expansion,228666.6666666665
2024-08-31,CFO+CFI,VIVA EVE - Expansion,1416042.1530799766
2024-08-31,CFO Additions to Working Capital,VIVA EVE - Expansion,1216011.9613803036
2024-08-31,CFO Non-cash Charges,VIVA EVE - Expansion,49207.37764445676
2024-09-30,Cash Balance,VIVA EVE - Expansion,10026817.131679088
2024-09-30,Locations,VIVA EVE - Expansion,8.0
2024-09-30,Exam Room Available Hours,VIVA EVE - Expansion,14731.5
2024-09-30,Exam Room Hours,VIVA EVE - Expansion,34104.0
2024-09-30,Exam Rooms,VIVA EVE - Expansion,49.0
2024-09-30,Medical Support Staff,VIVA EVE - Expansion,117.0
2024-09-30,Staff Employees,VIVA EVE - Expansion,22.0
2024-09-30,Total Employees,VIVA EVE - Expansion,160.0
2024-09-30,Ad Dollars,VIVA EVE - Expansion,484011.2478876667
2024-09-30,Impressions,VIVA EVE - Expansion,22202350.820535168
2024-09-30,Clicks,VIVA EVE - Expansion,452927.95673891745
2024-09-30,Prospects,VIVA EVE - Expansion,13225.49633677639
2024-09-30,Leads,VIVA EVE - Expansion,7344.11811581193
2024-09-30,Opportunities,VIVA EVE - Expansion,1395.3824420042667
2024-09-30,New Visits,VIVA EVE - Expansion,671.84
2024-09-30,Visits,VIVA EVE - Expansion,3536.0
2024-09-30,Patient Available Hours,VIVA EVE - Expansion,975.154
2024-09-30,Provider Available Hours,VIVA EVE - Expansion,986.0
2024-09-30,Actual Hours Worked,VIVA EVE - Expansion,986.0
2024-09-30,Scheduled Hours,VIVA EVE - Expansion,986.0
2024-09-30,Provider,VIVA EVE - Expansion,21.0
2024-09-30,Net Revenue,VIVA EVE - Expansion,5458380.114988518
2024-09-30,Gross Revenue,VIVA EVE - Expansion,38988429.392775126
2024-09-30,Procedures,VIVA EVE - Expansion,19448.0
2024-09-30,Visits(excess),VIVA EVE - Expansion,3536.0
2024-09-30,Net Income,VIVA EVE - Expansion,1269412.7644911536
2024-09-30,EBT,VIVA EVE - Expansion,1275161.3029095356
2024-09-30,EBIT,VIVA EVE - Expansion,1280116.3430240182
2024-09-30,EBITDA,VIVA EVE - Expansion,1330021.457879935
2024-09-30,Free Cash Flow,VIVA EVE - Expansion,870104.6895268318
2024-09-30,CFO,VIVA EVE - Expansion,1023338.0328601653
2024-09-30,CFI,VIVA EVE - Expansion,-151633.3333333335
2024-09-30,CFO+CFI,VIVA EVE - Expansion,871704.6995268319
2024-09-30,CFO Additions to Working Capital,VIVA EVE - Expansion,1319317.8793470704
2024-09-30,CFO Non-cash Charges,VIVA EVE - Expansion,49905.11485591672
2024-10-31,Cash Balance,VIVA EVE - Expansion,9730417.834057469
2024-10-31,Locations,VIVA EVE - Expansion,8.0
2024-10-31,Exam Room Available Hours,VIVA EVE - Expansion,14731.5
2024-10-31,Exam Room Hours,VIVA EVE - Expansion,35280.0
2024-10-31,Exam Rooms,VIVA EVE - Expansion,49.0
2024-10-31,Medical Support Staff,VIVA EVE - Expansion,130.0
2024-10-31,Staff Employees,VIVA EVE - Expansion,22.0
2024-10-31,Total Employees,VIVA EVE - Expansion,175.0
2024-10-31,Ad Dollars,VIVA EVE - Expansion,514955.22067140765
2024-10-31,Impressions,VIVA EVE - Expansion,23621799.113367323
2024-10-31,Clicks,VIVA EVE - Expansion,481884.70191269345
2024-10-31,Prospects,VIVA EVE - Expansion,14071.03329585065
2024-10-31,Leads,VIVA EVE - Expansion,7813.644789185866
2024-10-31,Opportunities,VIVA EVE - Expansion,1484.5925099453145
2024-10-31,New Visits,VIVA EVE - Expansion,703.0
2024-10-31,Visits,VIVA EVE - Expansion,3700.0
2024-10-31,Patient Available Hours,VIVA EVE - Expansion,1008.78
2024-10-31,Provider Available Hours,VIVA EVE - Expansion,1020.0
2024-10-31,Actual Hours Worked,VIVA EVE - Expansion,1020.0
2024-10-31,Scheduled Hours,VIVA EVE - Expansion,1020.0
2024-10-31,Provider,VIVA EVE - Expansion,23.0
2024-10-31,Net Revenue,VIVA EVE - Expansion,5709619.3077366995
2024-10-31,Gross Revenue,VIVA EVE - Expansion,40782995.05526213
2024-10-31,Procedures,VIVA EVE - Expansion,20350.0
2024-10-31,Visits(excess),VIVA EVE - Expansion,3700.0
2024-10-31,Net Income,VIVA EVE - Expansion,1245286.84715348
2024-10-31,EBT,VIVA EVE - Expansion,1250937.1552362305
2024-10-31,EBIT,VIVA EVE - Expansion,1256636.144334508
2024-10-31,EBITDA,VIVA EVE - Expansion,1308076.6915989765
2024-10-31,Free Cash Flow,VIVA EVE - Expansion,-296399.3076216185
2024-10-31,CFO,VIVA EVE - Expansion,1558059.342386887
2024-10-31,CFI,VIVA EVE - Expansion,-394000.0
2024-10-31,CFO+CFI,VIVA EVE - Expansion,1164059.342386887
2024-10-31,CFO Additions to Working Capital,VIVA EVE - Expansion,1296727.3944179486
2024-10-31,CFO Non-cash Charges,VIVA EVE - Expansion,51440.54726446833
2024-11-30,Cash Balance,VIVA EVE - Expansion,10560392.085420005
2024-11-30,Locations,VIVA EVE - Expansion,8.0
2024-11-30,Exam Room Available Hours,VIVA EVE - Expansion,14731.5
2024-11-30,Exam Room Hours,VIVA EVE - Expansion,34104.0
2024-11-30,Exam Rooms,VIVA EVE - Expansion,49.0
2024-11-30,Medical Support Staff,VIVA EVE - Expansion,132.0
2024-11-30,Staff Employees,VIVA EVE - Expansion,22.0
2024-11-30,Total Employees,VIVA EVE - Expansion,177.0
2024-11-30,Ad Dollars,VIVA EVE - Expansion,539637.4018124691
2024-11-30,Impressions,VIVA EVE - Expansion,24754009.25745271
2024-11-30,Clicks,VIVA EVE - Expansion,504981.78885203536
2024-11-30,Prospects,VIVA EVE - Expansion,14745.468234479433
2024-11-30,Leads,VIVA EVE - Expansion,8188.158510606429
2024-11-30,Opportunities,VIVA EVE - Expansion,1555.7501170152216
2024-11-30,New Visits,VIVA EVE - Expansion,726.5600000000001
2024-11-30,Visits,VIVA EVE - Expansion,3824.0
2024-11-30,Patient Available Hours,VIVA EVE - Expansion,975.154
2024-11-30,Provider Available Hours,VIVA EVE - Expansion,986.0
2024-11-30,Actual Hours Worked,VIVA EVE - Expansion,986.0
2024-11-30,Scheduled Hours,VIVA EVE - Expansion,986.0
2024-11-30,Provider,VIVA EVE - Expansion,23.0
2024-11-30,Net Revenue,VIVA EVE - Expansion,5912595.422348989
2024-11-30,Gross Revenue,VIVA EVE - Expansion,42232824.44534992
2024-11-30,Procedures,VIVA EVE - Expansion,21032.0
2024-11-30,Visits(excess),VIVA EVE - Expansion,3824.0
2024-11-30,Net Income,VIVA EVE - Expansion,1391749.290998239
2024-11-30,EBT,VIVA EVE - Expansion,1397400.669819759
2024-11-30,EBIT,VIVA EVE - Expansion,1403018.4481341
2024-11-30,EBITDA,VIVA EVE - Expansion,1454896.182316707
2024-11-30,Free Cash Flow,VIVA EVE - Expansion,829974.241362536
2024-11-30,CFO,VIVA EVE - Expansion,833574.2513625355
2024-11-30,CFI,VIVA EVE - Expansion,-1999.9999999995343
2024-11-30,CFO+CFI,VIVA EVE - Expansion,831574.251362536
2024-11-30,CFO Additions to Working Capital,VIVA EVE - Expansion,1443627.025180846
2024-11-30,CFO Non-cash Charges,VIVA EVE - Expansion,51877.73418260685
2024-12-31,Cash Balance,VIVA EVE - Expansion,11990946.73969822
2024-12-31,Locations,VIVA EVE - Expansion,8.0
2024-12-31,Exam Room Available Hours,VIVA EVE - Expansion,14731.5
2024-12-31,Exam Room Hours,VIVA EVE - Expansion,35280.0
2024-12-31,Exam Rooms,VIVA EVE - Expansion,49.0
2024-12-31,Medical Support Staff,VIVA EVE - Expansion,134.0
2024-12-31,Staff Employees,VIVA EVE - Expansion,22.0
2024-12-31,Total Employees,VIVA EVE - Expansion,179.0
2024-12-31,Ad Dollars,VIVA EVE - Expansion,565164.8666390156
2024-12-31,Impressions,VIVA EVE - Expansion,25924993.882523652
2024-12-31,Clicks,VIVA EVE - Expansion,528869.8752034826
2024-12-31,Prospects,VIVA EVE - Expansion,15443.000355941691
2024-12-31,Leads,VIVA EVE - Expansion,8575.498097654421
2024-12-31,Opportunities,VIVA EVE - Expansion,1629.34463855434
2024-12-31,New Visits,VIVA EVE - Expansion,752.21
2024-12-31,Visits,VIVA EVE - Expansion,3959.0
2024-12-31,Patient Available Hours,VIVA EVE - Expansion,1008.78
2024-12-31,Provider Available Hours,VIVA EVE - Expansion,1020.0
2024-12-31,Actual Hours Worked,VIVA EVE - Expansion,1020.0
2024-12-31,Scheduled Hours,VIVA EVE - Expansion,1020.0
2024-12-31,Provider,VIVA EVE - Expansion,23.0
2024-12-31,Net Revenue,VIVA EVE - Expansion,6104569.416458308
2024-12-31,Gross Revenue,VIVA EVE - Expansion,43604067.26041648
2024-12-31,Procedures,VIVA EVE - Expansion,21774.5
2024-12-31,Visits(excess),VIVA EVE - Expansion,3959.0
2024-12-31,Net Income,VIVA EVE - Expansion,1481965.3540960236
2024-12-31,EBT,VIVA EVE - Expansion,1487617.7908351624
2024-12-31,EBIT,VIVA EVE - Expansion,1493154.0264407143
2024-12-31,EBITDA,VIVA EVE - Expansion,1545003.2519190297
2024-12-31,Free Cash Flow,VIVA EVE - Expansion,1430554.644278216
2024-12-31,CFO,VIVA EVE - Expansion,1434654.6542782155
2024-12-31,CFI,VIVA EVE - Expansion,-2499.9999999995343
2024-12-31,CFO+CFI,VIVA EVE - Expansion,1432154.654278216
2024-12-31,CFO Additions to Working Capital,VIVA EVE - Expansion,1533814.579574339
2024-12-31,CFO Non-cash Charges,VIVA EVE - Expansion,51849.225478315544
2025-01-31,Cash Balance,VIVA EVE - Expansion,10711263.156918645
2025-01-31,Locations,VIVA EVE - Expansion,9.0
2025-01-31,Exam Room Available Hours,VIVA EVE - Expansion,17389.64285714286
2025-01-31,Exam Room Hours,VIVA EVE - Expansion,35280.0
2025-01-31,Exam Rooms,VIVA EVE - Expansion,49.0
2025-01-31,Medical Support Staff,VIVA EVE - Expansion,134.0
2025-01-31,Staff Employees,VIVA EVE - Expansion,22.0
2025-01-31,Total Employees,VIVA EVE - Expansion,179.0
2025-01-31,Ad Dollars,VIVA EVE - Expansion,582956.0331573681
2025-01-31,Impressions,VIVA EVE - Expansion,26741102.43841138
2025-01-31,Clicks,VIVA EVE - Expansion,545518.4897435922
2025-01-31,Prospects,VIVA EVE - Expansion,15929.139900512893
2025-01-31,Leads,VIVA EVE - Expansion,8845.45138675481
2025-01-31,Opportunities,VIVA EVE - Expansion,1680.635763483414
2025-01-31,New Visits,VIVA EVE - Expansion,777.29
2025-01-31,Visits,VIVA EVE - Expansion,4091.0
2025-01-31,Patient Available Hours,VIVA EVE - Expansion,1134.8775
2025-01-31,Provider Available Hours,VIVA EVE - Expansion,1147.5
2025-01-31,Actual Hours Worked,VIVA EVE - Expansion,1147.5
2025-01-31,Scheduled Hours,VIVA EVE - Expansion,1147.5
2025-01-31,Provider,VIVA EVE - Expansion,23.0
2025-01-31,Net Revenue,VIVA EVE - Expansion,6403031.636128798
2025-01-31,Gross Revenue,VIVA EVE - Expansion,45735940.25806284
2025-01-31,Procedures,VIVA EVE - Expansion,22500.5
2025-01-31,Visits(excess),VIVA EVE - Expansion,4091.0
2025-01-31,Net Income,VIVA EVE - Expansion,1663282.16690163
2025-01-31,EBT,VIVA EVE - Expansion,1668834.439659726
2025-01-31,EBIT,VIVA EVE - Expansion,1674288.799248616
2025-01-31,EBITDA,VIVA EVE - Expansion,1726125.521865387
2025-01-31,Free Cash Flow,VIVA EVE - Expansion,-1279683.5927795742
2025-01-31,CFO,VIVA EVE - Expansion,1747300.020240049
2025-01-31,CFI,VIVA EVE - Expansion,-531733.333333334
2025-01-31,CFO+CFI,VIVA EVE - Expansion,1215566.6869067152
2025-01-31,CFO Additions to Working Capital,VIVA EVE - Expansion,1715118.889518401
2025-01-31,CFO Non-cash Charges,VIVA EVE - Expansion,51836.72261677102
2025-02-28,Cash Balance,VIVA EVE - Expansion,11516950.244441796
2025-02-28,Locations,VIVA EVE - Expansion,9.0
2025-02-28,Exam Room Available Hours,VIVA EVE - Expansion,17389.64285714286
2025-02-28,Exam Room Hours,VIVA EVE - Expansion,33696.0
2025-02-28,Exam Rooms,VIVA EVE - Expansion,52.0
2025-02-28,Medical Support Staff,VIVA EVE - Expansion,138.0
2025-02-28,Staff Employees,VIVA EVE - Expansion,22.0
2025-02-28,Total Employees,VIVA EVE - Expansion,184.0
2025-02-28,Ad Dollars,VIVA EVE - Expansion,606629.7219392497
2025-02-28,Impressions,VIVA EVE - Expansion,27827051.465103194
2025-02-28,Clicks,VIVA EVE - Expansion,567671.8498881052
2025-02-28,Prospects,VIVA EVE - Expansion,16576.018016732673
2025-02-28,Leads,VIVA EVE - Expansion,9204.662804691654
2025-02-28,Opportunities,VIVA EVE - Expansion,1748.8859328914143
2025-02-28,New Visits,VIVA EVE - Expansion,803.89
2025-02-28,Visits,VIVA EVE - Expansion,4231.0
2025-02-28,Patient Available Hours,VIVA EVE - Expansion,1021.3897499999999
2025-02-28,Provider Available Hours,VIVA EVE - Expansion,1032.75
2025-02-28,Actual Hours Worked,VIVA EVE - Expansion,1032.75
2025-02-28,Scheduled Hours,VIVA EVE - Expansion,1032.75
2025-02-28,Provider,VIVA EVE - Expansion,24.0
2025-02-28,Net Revenue,VIVA EVE - Expansion,6599050.421305104
2025-02-28,Gross Revenue,VIVA EVE - Expansion,47136074.4378936
2025-02-28,Procedures,VIVA EVE - Expansion,23270.5
2025-02-28,Visits(excess),VIVA EVE - Expansion,4231.0
2025-02-28,Net Income,VIVA EVE - Expansion,1701978.2911279586
2025-02-28,EBT,VIVA EVE - Expansion,1707727.0377549862
2025-02-28,EBIT,VIVA EVE - Expansion,1713099.1866305587
2025-02-28,EBITDA,VIVA EVE - Expansion,1766488.7570775268
2025-02-28,Free Cash Flow,VIVA EVE - Expansion,805687.0775231514
2025-02-28,CFO,VIVA EVE - Expansion,942620.4208564854
2025-02-28,CFI,VIVA EVE - Expansion,-135333.33333333395
2025-02-28,CFO+CFI,VIVA EVE - Expansion,807287.0875231514
2025-02-28,CFO Additions to Working Capital,VIVA EVE - Expansion,1755367.8615749269
2025-02-28,CFO Non-cash Charges,VIVA EVE - Expansion,53389.570446968195
2025-03-31,Cash Balance,VIVA EVE - Expansion,13318760.393535845
2025-03-31,Locations,VIVA EVE - Expansion,9.0
2025-03-31,Exam Room Available Hours,VIVA EVE - Expansion,17389.64285714286
2025-03-31,Exam Room Hours,VIVA EVE - Expansion,37440.0
2025-03-31,Exam Rooms,VIVA EVE - Expansion,52.0
2025-03-31,Medical Support Staff,VIVA EVE - Expansion,140.0
2025-03-31,Staff Employees,VIVA EVE - Expansion,22.0
2025-03-31,Total Employees,VIVA EVE - Expansion,186.0
2025-03-31,Ad Dollars,VIVA EVE - Expansion,586505.2468123207
2025-03-31,Impressions,VIVA EVE - Expansion,26903910.404234894
2025-03-31,Clicks,VIVA EVE - Expansion,548839.7722463919
2025-03-31,Prospects,VIVA EVE - Expansion,16026.121349594643
2025-03-31,Leads,VIVA EVE - Expansion,8899.305185429905
2025-03-31,Opportunities,VIVA EVE - Expansion,1690.8679852316818
2025-03-31,New Visits,VIVA EVE - Expansion,833.15
2025-03-31,Visits,VIVA EVE - Expansion,4385.0
2025-03-31,Patient Available Hours,VIVA EVE - Expansion,1134.8775
2025-03-31,Provider Available Hours,VIVA EVE - Expansion,1147.5
2025-03-31,Actual Hours Worked,VIVA EVE - Expansion,1147.5
2025-03-31,Scheduled Hours,VIVA EVE - Expansion,1147.5
2025-03-31,Provider,VIVA EVE - Expansion,24.0
2025-03-31,Net Revenue,VIVA EVE - Expansion,6840051.029519313
2025-03-31,Gross Revenue,VIVA EVE - Expansion,48857507.35370938
2025-03-31,Procedures,VIVA EVE - Expansion,24117.5
2025-03-31,Visits(excess),VIVA EVE - Expansion,4385.0
2025-03-31,Net Income,VIVA EVE - Expansion,1839235.3134566606
2025-03-31,EBT,VIVA EVE - Expansion,1844985.0894278176
2025-03-31,EBIT,VIVA EVE - Expansion,1850274.691498848
2025-03-31,EBITDA,VIVA EVE - Expansion,1904749.4880957738
2025-03-31,Free Cash Flow,VIVA EVE - Expansion,1801810.1390940484
2025-03-31,CFO,VIVA EVE - Expansion,1962043.4824273814
2025-03-31,CFI,VIVA EVE - Expansion,-158633.33333333302
2025-03-31,CFO+CFI,VIVA EVE - Expansion,1803410.1490940484
2025-03-31,CFO Additions to Working Capital,VIVA EVE - Expansion,1893710.1100535865
2025-03-31,CFO Non-cash Charges,VIVA EVE - Expansion,54474.79659692595
2025-04-30,Cash Balance,VIVA EVE - Expansion,12703578.964410929
2025-04-30,Locations,VIVA EVE - Expansion,9.0
2025-04-30,Exam Room Available Hours,VIVA EVE - Expansion,17389.64285714286
2025-04-30,Exam Room Hours,VIVA EVE - Expansion,36192.0
2025-04-30,Exam Rooms,VIVA EVE - Expansion,52.0
2025-04-30,Medical Support Staff,VIVA EVE - Expansion,153.0
2025-04-30,Staff Employees,VIVA EVE - Expansion,22.0
2025-04-30,Total Employees,VIVA EVE - Expansion,201.0
2025-04-30,Ad Dollars,VIVA EVE - Expansion,635647.9362531333
2025-04-30,Impressions,VIVA EVE - Expansion,29158162.213446483
2025-04-30,Clicks,VIVA EVE - Expansion,594826.5091543084
2025-04-30,Prospects,VIVA EVE - Expansion,17368.934067305803
2025-04-30,Leads,VIVA EVE - Expansion,9644.969087574913
2025-04-30,Opportunities,VIVA EVE - Expansion,1832.5441266392336
2025-04-30,New Visits,VIVA EVE - Expansion,867.35
2025-04-30,Visits,VIVA EVE - Expansion,4565.0
2025-04-30,Patient Available Hours,VIVA EVE - Expansion,1097.04825
2025-04-30,Provider Available Hours,VIVA EVE - Expansion,1109.25
2025-04-30,Actual Hours Worked,VIVA EVE - Expansion,1109.25
2025-04-30,Scheduled Hours,VIVA EVE - Expansion,1109.25
2025-04-30,Provider,VIVA EVE - Expansion,26.0
2025-04-30,Net Revenue,VIVA EVE - Expansion,7103885.513681851
2025-04-30,Gross Revenue,VIVA EVE - Expansion,50742039.38344179
2025-04-30,Procedures,VIVA EVE - Expansion,25107.5
2025-04-30,Visits(excess),VIVA EVE - Expansion,4565.0
2025-04-30,Net Income,VIVA EVE - Expansion,1746707.9668901304
2025-04-30,EBT,VIVA EVE - Expansion,1752457.51412352
2025-04-30,EBIT,VIVA EVE - Expansion,1758476.731898403
2025-04-30,EBITDA,VIVA EVE - Expansion,1814568.829368168
2025-04-30,Free Cash Flow,VIVA EVE - Expansion,-615181.439124915
2025-04-30,CFO,VIVA EVE - Expansion,1935068.572395604
2025-04-30,CFI,VIVA EVE - Expansion,-563333.333333333
2025-04-30,CFO+CFI,VIVA EVE - Expansion,1371735.239062271
2025-04-30,CFO Additions to Working Capital,VIVA EVE - Expansion,1802800.0643598954
2025-04-30,CFO Non-cash Charges,VIVA EVE - Expansion,56092.097469764994
2025-05-31,Cash Balance,VIVA EVE - Expansion,14011151.84998046
2025-05-31,Locations,VIVA EVE - Expansion,9.0
2025-05-31,Exam Room Available Hours,VIVA EVE - Expansion,17389.64285714286
2025-05-31,Exam Room Hours,VIVA EVE - Expansion,37440.0
2025-05-31,Exam Rooms,VIVA EVE - Expansion,52.0
2025-05-31,Medical Support Staff,VIVA EVE - Expansion,154.0
2025-05-31,Staff Employees,VIVA EVE - Expansion,22.0
2025-05-31,Total Employees,VIVA EVE - Expansion,202.0
2025-05-31,Ad Dollars,VIVA EVE - Expansion,657226.1326496523
2025-05-31,Impressions,VIVA EVE - Expansion,30147987.736222584
2025-05-31,Clicks,VIVA EVE - Expansion,615018.9498189407
2025-05-31,Prospects,VIVA EVE - Expansion,17958.55333471307
2025-05-31,Leads,VIVA EVE - Expansion,9972.384666766167
2025-05-31,Opportunities,VIVA EVE - Expansion,1894.7530866855718
2025-05-31,New Visits,VIVA EVE - Expansion,894.33
2025-05-31,Visits,VIVA EVE - Expansion,4707.0
2025-05-31,Patient Available Hours,VIVA EVE - Expansion,1134.8775
2025-05-31,Provider Available Hours,VIVA EVE - Expansion,1147.5
2025-05-31,Actual Hours Worked,VIVA EVE - Expansion,1147.5
2025-05-31,Scheduled Hours,VIVA EVE - Expansion,1147.5
2025-05-31,Provider,VIVA EVE - Expansion,26.0
2025-05-31,Net Revenue,VIVA EVE - Expansion,7355488.106585633
2025-05-31,Gross Revenue,VIVA EVE - Expansion,52539200.76132595
2025-05-31,Procedures,VIVA EVE - Expansion,25888.5
2025-05-31,Visits(excess),VIVA EVE - Expansion,4707.0
2025-05-31,Net Income,VIVA EVE - Expansion,1947428.6378857186
2025-05-31,EBT,VIVA EVE - Expansion,1953179.2060313565
2025-05-31,EBIT,VIVA EVE - Expansion,1959102.8200203604
2025-05-31,EBITDA,VIVA EVE - Expansion,2016903.8152384614
2025-05-31,Free Cash Flow,VIVA EVE - Expansion,1307572.8755695322
